Player,Minutes,CD,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,K/D,Pup %,Score %,NDPops,NRTags,KF,Hold/Grab,Prevent/Return,Prevent/Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,Flaccid %,Chain %,QR %,RIB %,CD/Min,Captures/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min
#SelfySyntax,49.1,1,7,87,572,79,83,44,62,151,10,91,533,45,217,1584,0.75,10.99,8.05,4,18,1,6.57,3.43,0.1,7,31,9,2,1,14,2,16,35.63,22.22,31.82,36.36,0.02,0.14,1.77,11.65,1.61,1.69,0.9,1.26,3.08,0.2
/~,55.4,-6,1,86,721,85,99,42,51,126,8,107,660,5,261,2292,0.52,7.48,1.16,14,9,0,8.38,3.0,0.05,10,23,8,3,0,2,2,4,26.74,37.5,4.76,9.52,-0.11,0.02,1.55,13.01,1.53,1.79,0.76,0.92,2.27,0.14
1 Pixel Juke,8.9,-2,0,14,121,14,17,12,13,16,2,14,87,50,44,401,0.76,14.29,0.0,3,1,0,8.64,1.33,0.04,2,4,2,0,0,0,1,0,28.57,0.0,0.0,0.0,-0.22,0.0,1.57,13.6,1.57,1.91,1.35,1.46,1.8,0.22
11th Cmndmnt,77.7,-7,8,101,764,91,118,95,100,468,14,138,822,45,333,2999,0.85,10.14,7.92,27,5,2,7.56,4.93,0.16,6,21,7,3,0,32,4,38,20.79,42.86,33.68,40.0,-0.09,0.1,1.3,9.83,1.17,1.52,1.22,1.29,6.02,0.18
12384,8.1,-1,0,15,99,15,17,8,8,50,2,14,103,0,40,270,0.47,14.29,0.0,2,0,0,6.6,6.25,0.19,0,2,2,1,0,1,0,3,13.33,50.0,12.5,37.5,-0.12,0.0,1.85,12.22,1.85,2.1,0.99,0.99,6.17,0.25
13 volcanos,18.8,3,6,35,238,29,34,20,23,74,6,32,218,20,90,700,0.68,18.75,17.14,5,3,0,6.8,3.7,0.11,2,8,8,5,0,1,0,5,22.86,62.5,5.0,25.0,0.16,0.32,1.86,12.66,1.54,1.81,1.06,1.22,3.94,0.32
13.5 inches,98.2,-10,3,39,284,36,79,192,215,990,27,184,729,80,298,3729,2.72,14.67,7.69,43,23,0,7.28,5.16,0.27,0,3,2,1,0,67,7,69,7.69,50.0,34.9,35.94,-0.1,0.03,0.4,2.89,0.37,0.8,1.96,2.19,10.08,0.27
1deag,96.8,3,13,98,648,85,124,128,196,907,38,178,832,161,355,2934,1.58,21.35,13.27,39,68,0,6.61,7.09,0.31,7,29,15,6,1,50,8,57,29.59,40.0,39.06,44.53,0.03,0.13,1.01,6.69,0.88,1.28,1.32,2.02,9.37,0.39
2P1S,166.3,26,36,301,2220,262,292,170,190,587,24,311,2070,130,842,5513,0.65,7.72,11.96,30,20,3,7.38,3.45,0.11,17,73,29,9,4,43,11,53,24.25,31.03,25.29,31.18,0.16,0.22,1.81,13.35,1.58,1.76,1.02,1.14,3.53,0.14
360broscope,171.7,-12,17,186,1111,166,237,254,290,1491,55,311,1961,198,805,5456,1.22,17.68,9.14,71,36,3,5.97,5.87,0.27,7,59,28,10,2,95,13,110,31.72,35.71,37.4,43.31,-0.07,0.1,1.08,6.47,0.97,1.38,1.48,1.69,8.68,0.32
555555555555,79.2,-4,9,100,696,90,113,95,105,324,10,150,814,45,329,3202,0.93,6.67,9.0,23,10,1,6.96,3.41,0.1,2,26,9,4,1,28,3,35,26.0,44.44,29.47,36.84,-0.05,0.11,1.26,8.79,1.14,1.43,1.2,1.33,4.09,0.13
><><><><><><,74.3,-16,8,142,983,134,166,73,92,143,17,136,896,75,363,2974,0.55,12.5,5.63,32,19,0,6.92,1.96,0.05,7,33,11,3,1,16,2,22,23.24,27.27,21.92,30.14,-0.22,0.11,1.91,13.23,1.8,2.23,0.98,1.24,1.92,0.23
@pro,88.6,7,9,109,516,99,153,95,132,479,17,167,870,105,365,3187,0.86,10.18,8.26,54,37,1,4.73,5.04,0.15,3,34,16,6,0,23,2,28,31.19,37.5,24.21,29.47,0.08,0.1,1.23,5.82,1.12,1.73,1.07,1.49,5.41,0.19
[]D[][V][]D,8.2,-3,1,11,55,10,12,17,19,37,4,14,70,5,29,370,1.58,28.57,9.09,2,2,0,5.0,2.18,0.1,0,2,1,0,1,7,0,6,18.18,0.0,41.18,35.29,-0.37,0.12,1.34,6.71,1.22,1.46,2.07,2.32,4.51,0.49
\m\=^_^=/m/,17.700000000000003,-4,1,23,170,22,27,13,13,151,6,30,151,5,61,554,0.48,20.0,4.35,5,0,0,7.39,11.62,0.27,2,5,1,0,1,6,1,5,21.74,0.0,46.15,38.46,-0.23,0.06,1.3,9.6,1.24,1.53,0.73,0.73,8.53,0.34
\n,6.6,-2,0,8,129,8,11,8,8,4,0,12,50,0,20,335,0.73,0.0,0.0,3,0,0,16.12,0.5,0.01,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.3,0.0,1.21,19.55,1.21,1.67,1.21,1.21,0.61,0.0
`ArryKane,45.0,-10,0,43,219,43,60,55,62,410,9,80,436,35,179,1467,1.03,11.25,0.0,17,7,0,5.09,7.45,0.28,1,12,7,2,0,16,1,20,27.91,28.57,29.09,36.36,-0.22,0.0,0.96,4.87,0.96,1.33,1.22,1.38,9.11,0.2
`~`,43.0,15,5,51,317,45,60,44,48,265,7,76,374,115,171,1631,0.8,9.21,9.8,15,4,1,6.22,6.02,0.16,2,12,6,4,0,14,2,21,23.53,66.67,31.82,47.73,0.35,0.12,1.19,7.37,1.05,1.4,1.02,1.12,6.16,0.16
A Straw Hat,51.8,-2,6,52,381,44,78,71,76,268,9,93,418,103,182,2083,0.97,9.68,11.54,34,5,2,7.33,3.77,0.13,5,18,8,2,0,22,6,26,34.62,25.0,30.99,36.62,-0.04,0.12,1.0,7.36,0.85,1.51,1.37,1.47,5.17,0.17
aardvark,17.9,5,4,16,174,12,19,27,32,92,7,32,198,20,82,746,1.68,21.88,25.0,7,5,0,10.88,3.41,0.12,3,0,0,0,0,6,3,9,0.0,0.0,22.22,33.33,0.28,0.22,0.89,9.72,0.67,1.06,1.51,1.79,5.14,0.39
aaron,59.3,7,4,67,415,62,80,52,64,351,13,116,653,20,262,1731,0.8,11.21,5.97,18,12,1,6.19,6.75,0.2,1,14,7,0,0,14,4,18,20.9,0.0,26.92,34.62,0.12,0.07,1.13,7.0,1.05,1.35,0.88,1.08,5.92,0.22
Able,58.1,-5,6,84,575,77,96,68,76,352,8,120,572,20,228,1755,0.79,6.67,7.14,19,8,1,6.85,5.18,0.2,6,17,7,4,1,17,2,21,20.24,57.14,25.0,30.88,-0.09,0.1,1.45,9.9,1.33,1.65,1.17,1.31,6.06,0.14
Acuraun,36.6,0,2,27,264,25,39,52,54,307,7,71,295,15,117,1375,1.38,9.86,7.41,14,2,0,9.78,5.9,0.22,3,3,2,1,0,12,5,15,11.11,50.0,23.08,28.85,0.0,0.05,0.74,7.21,0.68,1.07,1.42,1.48,8.39,0.19
Adamn,108.1,11,14,149,1204,132,157,116,155,643,33,191,1110,173,470,3906,0.99,17.28,9.4,25,39,3,8.08,5.54,0.16,9,30,17,9,0,28,8,43,20.13,52.94,24.14,37.07,0.1,0.13,1.38,11.14,1.22,1.45,1.07,1.43,5.95,0.31
adawg,240.9,17,27,219,1636,191,272,255,305,1750,52,450,2171,165,879,7921,1.12,11.56,12.33,81,50,1,7.47,6.86,0.22,12,49,20,5,3,82,13,103,22.37,25.0,32.16,40.39,0.07,0.11,0.91,6.79,0.79,1.13,1.06,1.27,7.26,0.22
aeps002,34.8,-7,3,48,244,45,52,53,55,321,5,64,406,30,163,1234,1.06,7.81,6.25,7,2,0,5.08,6.06,0.26,0,15,7,3,2,20,3,20,31.25,42.86,37.74,37.74,-0.2,0.09,1.38,7.01,1.29,1.49,1.52,1.58,9.22,0.14
AJ.,236.7,-22,38,411,2498,370,458,260,321,895,61,435,2790,110,1122,7810,0.7,14.02,9.25,88,61,3,6.08,3.44,0.11,20,127,40,17,7,60,8,87,30.9,42.5,23.08,33.46,-0.09,0.16,1.74,10.55,1.56,1.93,1.1,1.36,3.78,0.26
ALCAEUS,78.9,5,10,115,1089,104,129,65,77,182,24,158,690,45,281,3126,0.6,15.19,8.7,25,12,1,9.47,2.8,0.06,14,17,14,8,1,11,2,13,14.78,57.14,16.92,20.0,0.06,0.13,1.46,13.8,1.32,1.63,0.82,0.98,2.31,0.3
an,8.0,1,1,8,64,7,9,18,20,43,2,14,87,0,34,300,2.22,14.29,12.5,2,2,0,8.0,2.39,0.14,1,1,2,2,0,6,0,7,12.5,100.0,33.33,38.89,0.12,0.12,1.0,8.0,0.88,1.12,2.25,2.5,5.38,0.25
anduin,171.6,3,8,174,1036,165,228,222,267,1680,41,314,2052,208,847,5973,1.17,13.06,4.6,63,45,1,5.95,7.57,0.28,7,44,24,14,1,88,17,107,25.29,58.33,39.64,48.2,0.02,0.05,1.01,6.04,0.96,1.33,1.29,1.56,9.79,0.24
ANDYKANSAS,286.3,-8,23,322,2872,297,369,359,429,1674,79,517,2642,320,1098,11274,1.16,15.28,7.14,72,70,2,8.92,4.66,0.15,38,69,26,12,2,95,20,120,21.43,46.15,26.46,33.43,-0.03,0.08,1.12,10.03,1.04,1.29,1.25,1.5,5.85,0.28
Ann with a E,313.5,15,29,338,2090,305,415,383,454,2044,87,567,3047,211,1233,12136,1.09,15.34,8.58,110,71,4,6.18,5.34,0.17,16,102,45,24,5,102,23,136,30.18,53.33,26.63,35.51,0.05,0.09,1.08,6.67,0.97,1.32,1.22,1.45,6.52,0.28
anti-re,145.5,6,15,169,1165,153,187,210,265,1166,61,256,1465,95,591,4693,1.42,23.83,8.88,34,55,1,6.89,5.55,0.25,12,47,22,8,6,67,7,83,27.81,36.36,31.9,39.52,0.04,0.1,1.16,8.01,1.05,1.29,1.44,1.82,8.01,0.42
Anti_Social,445.1,-13,46,452,2927,403,552,577,652,5625,67,810,4668,331,1897,14056,1.18,8.27,10.18,149,75,3,6.48,9.75,0.4,20,119,42,17,7,212,25,256,26.33,40.48,36.74,44.37,-0.03,0.1,1.02,6.58,0.91,1.24,1.3,1.46,12.64,0.15
Armbranch,55.5,20,4,43,265,39,56,99,106,712,17,99,557,70,232,1766,1.89,17.17,9.3,17,7,0,6.16,7.19,0.4,0,10,4,4,0,39,4,54,23.26,100.0,39.39,54.55,0.36,0.07,0.77,4.77,0.7,1.01,1.78,1.91,12.83,0.31
Atticus,91.0,19,11,133,1051,121,155,90,117,170,26,164,990,70,400,3800,0.75,15.85,8.27,34,27,1,7.9,1.89,0.04,12,28,10,3,0,10,4,16,21.05,30.0,11.11,17.78,0.21,0.12,1.46,11.55,1.33,1.7,0.99,1.29,1.87,0.29
AVP,43.5,2,5,46,314,41,61,27,30,78,7,88,310,20,126,1798,0.49,7.95,10.87,20,3,0,6.83,2.89,0.04,1,10,4,3,0,6,3,7,21.74,75.0,22.22,25.93,0.05,0.11,1.06,7.22,0.94,1.4,0.62,0.69,1.79,0.16
B.I.G.money,0.2,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0.0,6.0,6.0,0,0,0,0,0,1,0,1,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,30.0,0.0
babyTron,183.8,9,25,239,1967,211,261,217,269,668,53,342,1540,128,629,6747,1.03,15.5,10.46,50,52,3,8.23,3.08,0.1,22,51,14,6,1,52,5,71,21.34,42.86,23.96,32.72,0.05,0.14,1.3,10.7,1.15,1.42,1.18,1.46,3.63,0.29
BadTrash,13.6,2,0,8,62,8,11,9,9,61,0,24,125,0,48,602,0.82,0.0,0.0,3,0,0,7.75,6.78,0.1,1,2,2,1,0,2,2,3,25.0,50.0,22.22,33.33,0.15,0.0,0.59,4.56,0.59,0.81,0.66,0.66,4.49,0.0
BalIgod,13.4,-1,1,18,132,17,18,13,16,52,8,26,159,0,62,581,0.89,30.77,5.56,1,3,0,7.33,4.0,0.09,1,4,1,0,0,4,1,4,22.22,0.0,30.77,30.77,-0.07,0.07,1.34,9.85,1.27,1.34,0.97,1.19,3.88,0.6
Ball Coffey,8.9,-1,2,15,110,13,17,10,13,18,3,14,104,0,40,401,0.76,21.43,13.33,4,3,0,7.33,1.8,0.04,0,1,2,2,0,1,0,3,6.67,100.0,10.0,30.0,-0.11,0.22,1.69,12.36,1.46,1.91,1.12,1.46,2.02,0.34
BALLDON'TLIE,52.5,-20,7,39,321,32,45,86,99,886,11,94,456,120,200,1362,2.2,11.7,17.95,13,13,0,8.23,10.3,0.65,2,6,1,0,2,41,1,57,15.38,0.0,47.67,66.28,-0.38,0.13,0.74,6.11,0.61,0.86,1.64,1.89,16.88,0.21
Balled Eagle,16.0,0,1,17,125,15,18,24,30,139,5,28,187,25,79,546,1.67,17.86,5.88,3,6,1,7.35,5.79,0.25,1,2,1,0,1,6,1,8,11.76,0.0,25.0,33.33,0.0,0.06,1.06,7.81,0.94,1.12,1.5,1.88,8.69,0.31
BallsToYou.,665.1,-58,104,1169,7568,1059,1318,630,757,2144,157,1204,8161,440,3288,22735,0.57,13.04,8.9,259,127,6,6.47,3.4,0.09,68,346,144,54,7,161,32,218,29.6,37.5,25.56,34.6,-0.09,0.16,1.76,11.38,1.59,1.98,0.95,1.14,3.22,0.24
Ballzilla,101.9,11,8,104,595,96,136,145,161,987,17,205,1012,123,420,3272,1.18,8.29,7.69,40,16,0,5.72,6.81,0.3,3,29,14,6,3,49,12,65,27.88,42.86,33.79,44.83,0.11,0.08,1.02,5.84,0.94,1.33,1.42,1.58,9.69,0.17
Bamboozler,76.3,9,7,110,586,103,134,77,94,543,14,148,826,38,329,2343,0.7,9.46,6.36,31,17,0,5.33,7.05,0.23,4,33,16,5,1,22,3,25,30.0,31.25,28.57,32.47,0.12,0.09,1.44,7.68,1.35,1.76,1.01,1.23,7.12,0.18
BarryBerkman,8.9,1,1,11,47,10,11,13,14,87,4,14,123,15,51,293,1.27,28.57,9.09,1,1,0,4.27,6.69,0.3,0,4,0,0,0,4,1,5,36.36,0.0,30.77,38.46,0.11,0.11,1.24,5.28,1.12,1.24,1.46,1.57,9.78,0.45
BasedBall,37.0,3,1,39,249,38,52,56,59,246,9,66,313,65,135,1577,1.13,13.64,2.56,14,3,0,6.38,4.39,0.16,2,9,9,4,0,18,2,19,23.08,44.44,32.14,33.93,0.08,0.03,1.05,6.73,1.03,1.41,1.51,1.59,6.65,0.24
Batman.,362.4,-17,30,350,2802,317,442,528,683,2773,114,665,3162,245,1283,12647,1.55,17.14,8.57,125,155,3,8.01,5.25,0.22,30,79,35,12,2,199,19,215,22.57,34.29,37.69,40.72,-0.05,0.08,0.97,7.73,0.87,1.22,1.46,1.88,7.65,0.31
BBall,8.0,-3,0,14,119,13,15,6,14,15,5,14,95,35,45,334,0.93,35.71,0.0,2,8,1,8.5,2.5,0.04,1,2,2,0,0,4,0,3,14.29,0.0,66.67,50.0,-0.38,0.0,1.75,14.88,1.62,1.88,0.75,1.75,1.88,0.62
bbb,82.3,26,7,66,520,58,84,146,154,1016,27,149,905,118,381,2480,1.83,18.12,10.61,26,8,1,7.88,6.96,0.41,7,18,10,6,2,61,11,67,27.27,60.0,41.78,45.89,0.32,0.09,0.8,6.32,0.7,1.02,1.77,1.87,12.35,0.33
Beach,48.0,-10,2,60,365,58,77,45,56,339,9,86,418,45,173,1489,0.73,10.47,3.33,19,11,0,6.08,7.53,0.23,3,15,8,2,0,16,2,20,25.0,25.0,35.56,44.44,-0.21,0.04,1.25,7.6,1.21,1.6,0.94,1.17,7.06,0.19
beef,36.4,-3,1,39,308,38,54,40,48,417,6,74,447,10,176,1127,0.89,8.11,2.56,16,8,0,7.9,10.42,0.37,3,4,3,3,0,21,2,20,10.26,100.0,52.5,50.0,-0.08,0.03,1.07,8.46,1.04,1.48,1.1,1.32,11.46,0.16
beez,13.5,-9,1,19,108,18,23,13,15,73,1,24,113,20,48,479,0.65,4.17,5.26,5,2,0,5.68,5.62,0.15,1,6,3,1,0,5,0,5,31.58,33.33,38.46,38.46,-0.67,0.07,1.41,8.0,1.33,1.7,0.96,1.11,5.41,0.07
Belacqua,115.0,-3,10,120,1025,109,131,163,178,701,55,207,1172,115,481,4461,1.36,26.57,8.33,22,15,1,8.54,4.3,0.16,14,25,17,9,0,51,9,58,20.83,52.94,31.29,35.58,-0.03,0.09,1.04,8.91,0.95,1.14,1.42,1.55,6.1,0.48
BertaLovejoy,33.0,3,4,54,465,50,62,23,36,65,12,60,313,10,126,1386,0.58,20.0,7.41,12,13,0,8.61,2.83,0.05,5,8,6,3,0,5,1,9,14.81,50.0,21.74,39.13,0.09,0.12,1.64,14.09,1.52,1.88,0.7,1.09,1.97,0.36
Better Mamba,88.5,-9,6,80,486,74,107,107,143,845,35,162,797,103,332,2943,1.34,21.6,7.5,33,36,0,6.08,7.9,0.29,3,25,7,2,1,46,3,41,31.25,28.57,42.99,38.32,-0.1,0.07,0.9,5.49,0.84,1.21,1.21,1.62,9.55,0.4
Billy,24.299999999999997,-6,2,38,180,36,43,21,31,112,4,52,244,0,96,841,0.72,7.69,5.26,7,10,0,4.74,5.33,0.13,0,14,4,3,0,4,0,4,36.84,75.0,19.05,19.05,-0.25,0.08,1.56,7.41,1.48,1.77,0.86,1.28,4.61,0.16
Blaatina,57.2,0,3,88,959,83,100,53,55,159,11,100,567,25,227,2384,0.55,11.0,3.41,17,2,2,10.9,3.0,0.07,15,14,8,1,1,20,3,21,15.91,12.5,37.74,39.62,0.0,0.05,1.54,16.77,1.45,1.75,0.93,0.96,2.78,0.19
Boat,258.9,16,40,421,2972,379,450,322,385,1623,57,497,3012,220,1232,8342,0.86,11.47,9.5,71,63,2,7.06,5.04,0.19,25,108,43,11,5,107,13,119,25.65,25.58,33.23,36.96,0.06,0.15,1.63,11.48,1.46,1.74,1.24,1.49,6.27,0.22
BobTheBob,39.7,-8,3,33,138,30,54,39,44,311,5,78,295,49,123,1626,0.81,6.41,9.09,24,5,0,4.18,7.97,0.19,0,12,7,3,0,9,0,6,36.36,42.86,23.08,15.38,-0.2,0.08,0.83,3.48,0.76,1.36,0.98,1.11,7.83,0.13
BOFA,11.9,-3,1,12,83,11,18,12,18,63,2,20,118,12,48,596,1.0,10.0,8.33,7,6,0,6.92,5.25,0.11,0,1,2,1,0,2,0,4,8.33,50.0,16.67,33.33,-0.25,0.08,1.01,6.97,0.92,1.51,1.01,1.51,5.29,0.17
bones,68.1,-1,8,53,378,44,76,91,107,600,13,135,620,30,250,2246,1.41,9.63,15.09,32,16,1,7.13,6.59,0.27,5,12,5,2,2,26,0,35,22.64,40.0,28.57,38.46,-0.01,0.12,0.78,5.55,0.65,1.12,1.34,1.57,8.81,0.19
boogie,131.7,4,16,173,1073,156,200,154,192,1033,30,244,1406,190,588,4182,0.96,12.3,9.25,44,38,1,6.2,6.71,0.25,6,49,16,6,0,51,7,62,28.32,37.5,33.12,40.26,0.03,0.12,1.31,8.15,1.18,1.52,1.17,1.46,7.84,0.23
BootyChatter,8.1,-1,0,4,64,4,8,7,8,31,0,14,25,5,11,417,1.0,0.0,0.0,4,1,0,16.0,4.43,0.07,1,0,0,0,0,2,0,3,0.0,0.0,28.57,42.86,-0.12,0.0,0.49,7.9,0.49,0.99,0.86,0.99,3.83,0.0
Bootymine,46.0,9,12,86,587,74,85,75,77,77,7,82,550,53,226,1761,0.91,8.54,13.95,11,2,0,6.83,1.03,0.04,5,22,11,3,1,12,0,13,25.58,27.27,16.0,17.33,0.2,0.26,1.87,12.76,1.61,1.85,1.63,1.67,1.67,0.15
Borgus,202.6,13,17,223,1650,205,265,234,288,1179,46,381,1817,100,726,7101,1.09,12.07,7.62,60,54,1,7.4,5.04,0.17,17,56,27,9,2,60,15,82,25.11,33.33,25.64,35.04,0.06,0.08,1.1,8.14,1.01,1.31,1.15,1.42,5.82,0.23
bort license,32.4,-2,3,46,376,43,54,28,29,161,3,58,352,0,138,1408,0.54,5.17,6.52,11,1,0,8.17,5.75,0.11,2,11,4,0,1,6,1,5,23.91,0.0,21.43,17.86,-0.06,0.09,1.42,11.6,1.33,1.67,0.86,0.9,4.97,0.09
Bow Down,149.6,26,15,172,1246,154,210,213,269,771,51,264,1329,230,565,5509,1.28,19.32,8.72,56,56,3,7.24,3.62,0.14,12,42,22,12,2,73,5,80,24.42,54.55,34.27,37.56,0.17,0.1,1.15,8.33,1.03,1.4,1.42,1.8,5.15,0.34
box,16.5,0,2,24,176,22,23,20,20,37,3,32,205,0,80,743,0.87,9.38,8.33,1,0,0,7.33,1.85,0.05,1,7,3,2,0,1,2,2,29.17,66.67,5.0,10.0,0.0,0.12,1.45,10.67,1.33,1.39,1.21,1.21,2.24,0.18
bronny james,74.8,4,7,109,657,100,123,65,81,322,21,137,772,110,324,2680,0.66,15.33,6.42,23,16,2,6.03,4.95,0.12,2,25,14,4,1,15,2,16,22.94,28.57,23.08,24.62,0.05,0.09,1.46,8.78,1.34,1.64,0.87,1.08,4.3,0.28
broseph,215.0,-21,22,280,1648,253,320,199,241,884,42,406,2558,193,1038,7590,0.75,10.34,7.86,67,42,5,5.89,4.44,0.12,9,82,32,14,1,53,8,69,29.29,43.75,26.63,34.67,-0.1,0.1,1.3,7.67,1.18,1.49,0.93,1.12,4.11,0.2
bryte,13.0,-1,0,11,47,11,23,15,18,141,2,24,98,15,41,447,0.78,8.33,0.0,12,3,0,4.27,9.4,0.32,0,5,1,0,0,3,0,4,45.45,0.0,20.0,26.67,-0.08,0.0,0.85,3.62,0.85,1.77,1.15,1.38,10.85,0.15
bubblez,47.7,0,9,73,443,64,74,38,47,291,13,86,545,25,217,1520,0.64,15.12,12.33,10,9,0,6.07,7.66,0.19,3,23,9,2,0,15,3,18,31.51,22.22,39.47,47.37,0.0,0.19,1.53,9.29,1.34,1.55,0.8,0.99,6.1,0.27
BUTT,95.5,4,12,145,1167,130,166,67,90,217,22,191,1011,93,414,3738,0.54,11.52,8.28,36,23,3,8.05,3.24,0.06,16,38,6,2,0,14,2,20,26.21,33.33,20.9,29.85,0.04,0.13,1.52,12.22,1.36,1.74,0.7,0.94,2.27,0.23
Butter,73.1,3,12,75,546,63,85,93,116,740,19,136,738,55,299,2156,1.36,13.97,16.0,22,23,0,7.28,7.96,0.34,5,23,7,1,0,34,2,40,30.67,14.29,36.56,43.01,0.04,0.16,1.03,7.47,0.86,1.16,1.27,1.59,10.12,0.26
Button,2.2,0,0,1,3,1,2,0,0,3,0,6,5,0,2,172,0.0,0.0,0.0,1,0,0,3.0,0.0,0.02,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.36,0.45,0.91,0.0,0.0,1.36,0.0
